Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001255,Male,No,0,Graduate,No,3750000,0,113000,4800,1,Urban,N
LP001256,Male,No,0,Graduate,No,3750000,4750000,176000,3600,1,Urban,N
LP001259,Male,Yes,1,Graduate,Yes,1000000,3022000,110000,3600,1,Urban,N
LP001263,Male,Yes,3+,Graduate,No,3167000,4000000,180000,3000,0,Semiurban,N
LP001264,Male,Yes,3+,Not Graduate,Yes,3333000,2166000,130000,3600,,Semiurban,Y
LP001265,Female,No,0,Graduate,No,3846000,0,111000,3600,1,Semiurban,Y
LP001266,Male,Yes,1,Graduate,Yes,2395000,0,0,3600,1,Semiurban,Y
LP001267,Female,Yes,2,Graduate,No,1378000,1881000,167000,3600,1,Urban,N
LP001273,Male,Yes,0,Graduate,No,6000000,2250000,265000,3600,,Semiurban,N
LP001275,Male,Yes,1,Graduate,No,3988000,0,50000,2400,1,Urban,Y
LP001279,Male,No,0,Graduate,No,2366000,2531000,136000,3600,1,Semiurban,Y
LP001280,Male,Yes,2,Not Graduate,No,3333000,2000000,99000,3600,,Semiurban,Y
LP001282,Male,Yes,0,Graduate,No,2500000,2118000,104000,3600,1,Semiurban,Y
LP001289,Male,No,0,Graduate,No,8566000,0,210000,3600,1,Urban,Y
LP001310,Male,Yes,0,Graduate,No,5695000,4167000,175000,3600,1,Semiurban,Y
LP001316,Male,Yes,0,Graduate,No,2958000,2900000,131000,3600,1,Semiurban,Y
LP001318,Male,Yes,2,Graduate,No,6250000,5654000,188000,1800,1,Semiurban,Y
LP001319,Male,Yes,2,Not Graduate,No,3273000,1820000,81000,3600,1,Urban,Y
LP001322,Male,No,0,Graduate,No,4133000,0,122000,3600,1,Semiurban,Y
LP001325,Male,No,0,Not Graduate,No,3620000,0,25000,1200,1,Semiurban,Y
LP001326,Male,No,0,Graduate,,6782000,0,0,3600,,Urban,N
LP001327,Female,Yes,0,Graduate,No,2484000,2302000,137000,3600,1,Semiurban,Y
LP001333,Male,Yes,0,Graduate,No,1977000,997000,50000,3600,1,Semiurban,Y
LP001334,Male,Yes,0,Not Graduate,No,4188000,0,115000,1800,1,Semiurban,Y
LP001343,Male,Yes,0,Graduate,No,1759000,3541000,131000,3600,1,Semiurban,Y
LP001345,Male,Yes,2,Not Graduate,No,4288000,3263000,133000,1800,1,Urban,Y
LP001349,Male,No,0,Graduate,No,4843000,3806000,151000,3600,1,Semiurban,Y
LP001350,Male,Yes,,Graduate,No,13650000,0,0,3600,1,Urban,Y
LP001356,Male,Yes,0,Graduate,No,4652000,3583000,0,3600,1,Semiurban,Y
LP001357,Male,,,Graduate,No,3816000,754000,160000,3600,1,Urban,Y
LP001367,Male,Yes,1,Graduate,No,3052000,1030000,100000,3600,1,Urban,Y
LP001369,Male,Yes,2,Graduate,No,11417000,1126000,225000,3600,1,Urban,Y
LP001370,Male,No,0,Not Graduate,,7333000,0,120000,3600,1,Rural,N
LP001379,Male,Yes,2,Graduate,No,3800000,3600000,216000,3600,0,Urban,N
LP001384,Male,Yes,3+,Not Graduate,No,2071000,754000,94000,4800,1,Semiurban,Y
LP001385,Male,No,0,Graduate,No,5316000,0,136000,3600,1,Urban,Y
LP001387,Female,Yes,0,Graduate,,2929000,2333000,139000,3600,1,Semiurban,Y
LP001391,Male,Yes,0,Not Graduate,No,3572000,4114000,152000,0,0,Rural,N
LP001392,Female,No,1,Graduate,Yes,7451000,0,0,3600,1,Semiurban,Y
LP001398,Male,No,0,Graduate,,5050000,0,118000,3600,1,Semiurban,Y
LP001401,Male,Yes,1,Graduate,No,14583000,0,185000,1800,1,Rural,Y
LP001404,Female,Yes,0,Graduate,No,3167000,2283000,154000,3600,1,Semiurban,Y
LP001405,Male,Yes,1,Graduate,No,2214000,1398000,85000,3600,,Urban,Y
LP001421,Male,Yes,0,Graduate,No,5568000,2142000,175000,3600,1,Rural,N
LP001422,Female,No,0,Graduate,No,10408000,0,259000,3600,1,Urban,Y
LP001426,Male,Yes,,Graduate,No,5667000,2667000,180000,3600,1,Rural,Y
LP001430,Female,No,0,Graduate,No,4166000,0,44000,3600,1,Semiurban,Y
LP001431,Female,No,0,Graduate,No,2137000,8980000,137000,3600,0,Semiurban,Y
LP001432,Male,Yes,2,Graduate,No,2957000,0,81000,3600,1,Semiurban,Y
LP001439,Male,Yes,0,Not Graduate,No,4300000,2014000,194000,3600,1,Rural,Y
LP001443,Female,No,0,Graduate,No,3692000,0,93000,3600,,Rural,Y
LP001448,,Yes,3+,Graduate,No,23803000,0,370000,3600,1,Rural,Y
LP001449,Male,No,0,Graduate,No,3865000,1640000,0,3600,1,Rural,Y
LP001451,Male,Yes,1,Graduate,Yes,10513000,3850000,160000,1800,0,Urban,N
LP001465,Male,Yes,0,Graduate,No,6080000,2569000,182000,3600,,Rural,N
LP001469,Male,No,0,Graduate,Yes,20166000,0,650000,4800,,Urban,Y
LP001473,Male,No,0,Graduate,No,2014000,1929000,74000,3600,1,Urban,Y
LP001478,Male,No,0,Graduate,No,2718000,0,70000,3600,1,Semiurban,Y
LP001482,Male,Yes,0,Graduate,Yes,3459000,0,25000,1200,1,Semiurban,Y
LP001487,Male,No,0,Graduate,No,4895000,0,102000,3600,1,Semiurban,Y
LP001488,Male,Yes,3+,Graduate,No,4000000,7750000,290000,3600,1,Semiurban,N
LP001489,Female,Yes,0,Graduate,No,4583000,0,84000,3600,1,Rural,N
LP001491,Male,Yes,2,Graduate,Yes,3316000,3500000,88000,3600,1,Urban,Y
LP001492,Male,No,0,Graduate,No,14999000,0,242000,3600,0,Semiurban,N
LP001493,Male,Yes,2,Not Graduate,No,4200000,1430000,129000,3600,1,Rural,N
LP001497,Male,Yes,2,Graduate,No,5042000,2083000,185000,3600,1,Rural,N
LP001498,Male,No,0,Graduate,No,5417000,0,168000,3600,1,Urban,Y
LP001504,Male,No,0,Graduate,Yes,6950000,0,175000,1800,1,Semiurban,Y
LP001507,Male,Yes,0,Graduate,No,2698000,2034000,122000,3600,1,Semiurban,Y
LP001508,Male,Yes,2,Graduate,No,11757000,0,187000,1800,1,Urban,Y
LP001514,Female,Yes,0,Graduate,No,2330000,4486000,100000,3600,1,Semiurban,Y
LP001516,Female,Yes,2,Graduate,No,14866000,0,70000,3600,1,Urban,Y
LP001518,Male,Yes,1,Graduate,No,1538000,1425000,30000,3600,1,Urban,Y
LP001519,Female,No,0,Graduate,No,10000000,1666000,225000,3600,1,Rural,N
LP001520,Male,Yes,0,Graduate,No,4860000,830000,125000,3600,1,Semiurban,Y
LP001528,Male,No,0,Graduate,No,6277000,0,118000,3600,0,Rural,N
LP001529,Male,Yes,0,Graduate,Yes,2577000,3750000,152000,3600,1,Rural,Y
LP001531,Male,No,0,Graduate,No,9166000,0,244000,3600,1,Urban,N
LP001532,Male,Yes,2,Not Graduate,No,2281000,0,113000,3600,1,Rural,N
LP001535,Male,No,0,Graduate,No,3254000,0,50000,3600,1,Urban,Y
LP001536,Male,Yes,3+,Graduate,No,39999000,0,600000,1800,0,Semiurban,Y
LP001541,Male,Yes,1,Graduate,No,6000000,0,160000,3600,,Rural,Y
LP001543,Male,Yes,1,Graduate,No,9538000,0,187000,3600,1,Urban,Y
LP001546,Male,No,0,Graduate,,2980000,2083000,120000,3600,1,Rural,Y
LP001552,Male,Yes,0,Graduate,No,4583000,5625000,255000,3600,1,Semiurban,Y
LP001560,Male,Yes,0,Not Graduate,No,1863000,1041000,98000,3600,1,Semiurban,Y
LP001562,Male,Yes,0,Graduate,No,7933000,0,275000,3600,1,Urban,N
LP001565,Male,Yes,1,Graduate,No,3089000,1280000,121000,3600,0,Semiurban,N
LP001570,Male,Yes,2,Graduate,No,4167000,1447000,158000,3600,1,Rural,Y
LP001572,Male,Yes,0,Graduate,No,9323000,0,75000,1800,1,Urban,Y
LP001574,Male,Yes,0,Graduate,No,3707000,3166000,182000,0,1,Rural,Y
LP001577,Female,Yes,0,Graduate,No,4583000,0,112000,3600,1,Rural,N
LP001578,Male,Yes,0,Graduate,No,2439000,3333000,129000,3600,1,Rural,Y
LP001579,Male,No,0,Graduate,No,2237000,0,63000,4800,0,Semiurban,N
LP001580,Male,Yes,2,Graduate,No,8000000,0,200000,3600,1,Semiurban,Y
LP001581,Male,Yes,0,Not Graduate,,1820000,1769000,95000,3600,1,Rural,Y
LP001585,,Yes,3+,Graduate,No,51763000,0,700000,3000,1,Urban,Y
LP001586,Male,Yes,3+,Not Graduate,No,3522000,0,81000,1800,1,Rural,N
LP001594,Male,Yes,0,Graduate,No,5708000,5625000,187000,3600,1,Semiurban,Y
LP001603,Male,Yes,0,Not Graduate,Yes,4344000,736000,87000,3600,1,Semiurban,N
LP001606,Male,Yes,0,Graduate,No,3497000,1964000,116000,3600,1,Rural,Y
LP001608,Male,Yes,2,Graduate,No,2045000,1619000,101000,3600,1,Rural,Y
LP001610,Male,Yes,3+,Graduate,No,5516000,11300000,495000,3600,0,Semiurban,N
LP001616,Male,Yes,1,Graduate,No,3750000,0,116000,3600,1,Semiurban,Y
LP001630,Male,No,0,Not Graduate,No,2333000,1451000,102000,4800,0,Urban,N
LP001633,Male,Yes,1,Graduate,No,6400000,7250000,180000,3600,0,Urban,N
LP001634,Male,No,0,Graduate,No,1916000,5063000,67000,3600,,Rural,N
LP001636,Male,Yes,0,Graduate,No,4600000,0,73000,1800,1,Semiurban,Y
LP001637,Male,Yes,1,Graduate,No,33846000,0,260000,3600,1,Semiurban,N
LP001639,Female,Yes,0,Graduate,No,3625000,0,108000,3600,1,Semiurban,Y
LP001640,Male,Yes,0,Graduate,Yes,39147000,4750000,120000,3600,1,Semiurban,Y
LP001641,Male,Yes,1,Graduate,Yes,2178000,0,66000,3000,0,Rural,N
LP001643,Male,Yes,0,Graduate,No,2383000,2138000,58000,3600,,Rural,Y
LP001644,,Yes,0,Graduate,Yes,674000,5296000,168000,3600,1,Rural,Y
LP001647,Male,Yes,0,Graduate,No,9328000,0,188000,1800,1,Rural,Y
LP001653,Male,No,0,Not Graduate,No,4885000,0,48000,3600,1,Rural,Y
LP001656,Male,No,0,Graduate,No,12000000,0,164000,3600,1,Semiurban,N
LP001657,Male,Yes,0,Not Graduate,No,6033000,0,160000,3600,1,Urban,N
LP001658,Male,No,0,Graduate,No,3858000,0,76000,3600,1,Semiurban,Y
LP001664,Male,No,0,Graduate,No,4191000,0,120000,3600,1,Rural,Y
LP001665,Male,Yes,1,Graduate,No,3125000,2583000,170000,3600,1,Semiurban,N
LP001666,Male,No,0,Graduate,No,8333000,3750000,187000,3600,1,Rural,Y
LP001669,Female,No,0,Not Graduate,No,1907000,2365000,120000,0,1,Urban,Y
LP001671,Female,Yes,0,Graduate,No,3416000,2816000,113000,3600,,Semiurban,Y
LP001673,Male,No,0,Graduate,Yes,11000000,0,83000,3600,1,Urban,N
LP001674,Male,Yes,1,Not Graduate,No,2600000,2500000,90000,3600,1,Semiurban,Y
LP001677,Male,No,2,Graduate,No,4923000,0,166000,3600,0,Semiurban,Y
LP001682,Male,Yes,3+,Not Graduate,No,3992000,0,0,1800,1,Urban,N
LP001688,Male,Yes,1,Not Graduate,No,3500000,1083000,135000,3600,1,Urban,Y
LP001691,Male,Yes,2,Not Graduate,No,3917000,0,124000,3600,1,Semiurban,Y
LP001692,Female,No,0,Not Graduate,No,4408000,0,120000,3600,1,Semiurban,Y
LP001693,Female,No,0,Graduate,No,3244000,0,80000,3600,1,Urban,Y
LP001698,Male,No,0,Not Graduate,No,3975000,2531000,55000,3600,1,Rural,Y
LP001699,Male,No,0,Graduate,No,2479000,0,59000,3600,1,Urban,Y
LP001702,Male,No,0,Graduate,No,3418000,0,127000,3600,1,Semiurban,N
LP001708,Female,No,0,Graduate,No,10000000,0,214000,3600,1,Semiurban,N
LP001711,Male,Yes,3+,Graduate,No,3430000,1250000,128000,3600,0,Semiurban,N
LP001713,Male,Yes,1,Graduate,Yes,7787000,0,240000,3600,1,Urban,Y
LP001715,Male,Yes,3+,Not Graduate,Yes,5703000,0,130000,3600,1,Rural,Y
LP001716,Male,Yes,0,Graduate,No,3173000,3021000,137000,3600,1,Urban,Y
LP001720,Male,Yes,3+,Not Graduate,No,3850000,983000,100000,3600,1,Semiurban,Y
LP001722,Male,Yes,0,Graduate,No,150000,1800000,135000,3600,1,Rural,N
LP001726,Male,Yes,0,Graduate,No,3727000,1775000,131000,3600,1,Semiurban,Y
LP001732,Male,Yes,2,Graduate,,5000000,0,72000,3600,0,Semiurban,N
LP001734,Female,Yes,2,Graduate,No,4283000,2383000,127000,3600,,Semiurban,Y
LP001736,Male,Yes,0,Graduate,No,2221000,0,60000,3600,0,Urban,N
LP001743,Male,Yes,2,Graduate,No,4009000,1717000,116000,3600,1,Semiurban,Y
LP001744,Male,No,0,Graduate,No,2971000,2791000,144000,3600,1,Semiurban,Y
LP001749,Male,Yes,0,Graduate,No,7578000,1010000,175000,0,1,Semiurban,Y
LP001750,Male,Yes,0,Graduate,No,6250000,0,128000,3600,1,Semiurban,Y
LP001751,Male,Yes,0,Graduate,No,3250000,0,170000,3600,1,Rural,N
LP001754,Male,Yes,,Not Graduate,Yes,4735000,0,138000,3600,1,Urban,N
LP001758,Male,Yes,2,Graduate,No,6250000,1695000,210000,3600,1,Semiurban,Y
LP001760,Male,,,Graduate,No,4758000,0,158000,4800,1,Semiurban,Y
LP001761,Male,No,0,Graduate,Yes,6400000,0,200000,3600,1,Rural,Y
LP001765,Male,Yes,1,Graduate,No,2491000,2054000,104000,3600,1,Semiurban,Y
LP001768,Male,Yes,0,Graduate,,3716000,0,42000,1800,1,Rural,Y
LP001770,Male,No,0,Not Graduate,No,3189000,2598000,120000,0,1,Rural,Y
LP001776,Female,No,0,Graduate,No,8333000,0,280000,3600,1,Semiurban,Y
LP001778,Male,Yes,1,Graduate,No,3155000,1779000,140000,3600,1,Semiurban,Y
LP001784,Male,Yes,1,Graduate,No,5500000,1260000,170000,3600,1,Rural,Y
LP001786,Male,Yes,0,Graduate,,5746000,0,255000,3600,,Urban,N
LP001788,Female,No,0,Graduate,Yes,3463000,0,122000,3600,,Urban,Y
LP001790,Female,No,1,Graduate,No,3812000,0,112000,3600,1,Rural,Y
LP001792,Male,Yes,1,Graduate,No,3315000,0,96000,3600,1,Semiurban,Y
LP001798,Male,Yes,2,Graduate,No,5819000,5000000,120000,3600,1,Rural,Y
LP001800,Male,Yes,1,Not Graduate,No,2510000,1983000,140000,1800,1,Urban,N
LP001806,Male,No,0,Graduate,No,2965000,5701000,155000,600,1,Urban,Y
LP001807,Male,Yes,2,Graduate,Yes,6250000,1300000,108000,3600,1,Rural,Y
LP001811,Male,Yes,0,Not Graduate,No,3406000,4417000,123000,3600,1,Semiurban,Y
LP001813,Male,No,0,Graduate,Yes,6050000,4333000,120000,1800,1,Urban,N
LP001814,Male,Yes,2,Graduate,No,9703000,0,112000,3600,1,Urban,Y
LP001819,Male,Yes,1,Not Graduate,No,6608000,0,137000,1800,1,Urban,Y
LP001824,Male,Yes,1,Graduate,No,2882000,1843000,123000,4800,1,Semiurban,Y
LP001825,Male,Yes,0,Graduate,No,1809000,1868000,90000,3600,1,Urban,Y
LP001835,Male,Yes,0,Not Graduate,No,1668000,3890000,201000,3600,0,Semiurban,N
LP001836,Female,No,2,Graduate,No,3427000,0,138000,3600,1,Urban,N
LP001841,Male,No,0,Not Graduate,Yes,2583000,2167000,104000,3600,1,Rural,Y
LP001843,Male,Yes,1,Not Graduate,No,2661000,7101000,279000,1800,1,Semiurban,Y
LP001844,Male,No,0,Graduate,Yes,16250000,0,192000,3600,0,Urban,N
LP001846,Female,No,3+,Graduate,No,3083000,0,255000,3600,1,Rural,Y
LP001849,Male,No,0,Not Graduate,No,6045000,0,115000,3600,0,Rural,N
LP001854,Male,Yes,3+,Graduate,No,5250000,0,94000,3600,1,Urban,N
LP001859,Male,Yes,0,Graduate,No,14683000,2100000,304000,3600,1,Rural,N
LP001864,Male,Yes,3+,Not Graduate,No,4931000,0,128000,3600,,Semiurban,N
LP001865,Male,Yes,1,Graduate,No,6083000,4250000,330000,3600,,Urban,Y
LP001868,Male,No,0,Graduate,No,2060000,2209000,134000,3600,1,Semiurban,Y
LP001870,Female,No,1,Graduate,No,3481000,0,155000,360,1,Semiurban,N
LP001871,Female,No,0,Graduate,No,7200000,0,120000,3600,1,Rural,Y
LP001872,Male,No,0,Graduate,Yes,5166000,0,128000,3600,1,Semiurban,Y
LP001875,Male,No,0,Graduate,No,4095000,3447000,151000,3600,1,Rural,Y
LP001877,Male,Yes,2,Graduate,No,4708000,1387000,150000,3600,1,Semiurban,Y
LP001882,Male,Yes,3+,Graduate,No,4333000,1811000,160000,3600,0,Urban,Y
LP001883,Female,No,0,Graduate,,3418000,0,135000,3600,1,Rural,N
LP001884,Female,No,1,Graduate,No,2876000,1560000,90000,3600,1,Urban,Y
LP001888,Female,No,0,Graduate,No,3237000,0,30000,3600,1,Urban,Y
LP001891,Male,Yes,0,Graduate,No,11146000,0,136000,3600,1,Urban,Y
LP001892,Male,No,0,Graduate,No,2833000,1857000,126000,3600,1,Rural,Y
LP001894,Male,Yes,0,Graduate,No,2620000,2223000,150000,3600,1,Semiurban,Y
LP001896,Male,Yes,2,Graduate,No,3900000,0,90000,3600,1,Semiurban,Y
LP001900,Male,Yes,1,Graduate,No,2750000,1842000,115000,3600,1,Semiurban,Y
LP001903,Male,Yes,0,Graduate,No,3993000,3274000,207000,3600,1,Semiurban,Y
LP001904,Male,Yes,0,Graduate,No,3103000,1300000,80000,3600,1,Urban,Y
LP001907,Male,Yes,0,Graduate,No,14583000,0,436000,3600,1,Semiurban,Y
LP001908,Female,Yes,0,Not Graduate,No,4100000,0,124000,3600,,Rural,Y
LP001910,Male,No,1,Not Graduate,Yes,4053000,2426000,158000,3600,0,Urban,N
LP001914,Male,Yes,0,Graduate,No,3927000,800000,112000,3600,1,Semiurban,Y
LP001915,Male,Yes,2,Graduate,No,2301000,985799.988,78000,1800,1,Urban,Y
LP001917,Female,No,0,Graduate,No,1811000,1666000,54000,3600,1,Urban,Y
LP001922,Male,Yes,0,Graduate,No,20667000,0,0,3600,1,Rural,N
LP001924,Male,No,0,Graduate,No,3158000,3053000,89000,3600,1,Rural,Y
LP001925,Female,No,0,Graduate,Yes,2600000,1717000,99000,3000,1,Semiurban,N
LP001926,Male,Yes,0,Graduate,No,3704000,2000000,120000,3600,1,Rural,Y
LP001931,Female,No,0,Graduate,No,4124000,0,115000,3600,1,Semiurban,Y
LP001935,Male,No,0,Graduate,No,9508000,0,187000,3600,1,Rural,Y
LP001936,Male,Yes,0,Graduate,No,3075000,2416000,139000,3600,1,Rural,Y
LP001938,Male,Yes,2,Graduate,No,4400000,0,127000,3600,0,Semiurban,N
LP001940,Male,Yes,2,Graduate,No,3153000,1560000,134000,3600,1,Urban,Y
LP001945,Female,No,,Graduate,No,5417000,0,143000,4800,0,Urban,N
LP001947,Male,Yes,0,Graduate,No,2383000,3334000,172000,3600,1,Semiurban,Y
LP001949,Male,Yes,3+,Graduate,,4416000,1250000,110000,3600,1,Urban,Y
LP001953,Male,Yes,1,Graduate,No,6875000,0,200000,3600,1,Semiurban,Y
LP001954,Female,Yes,1,Graduate,No,4666000,0,135000,3600,1,Urban,Y
LP001955,Female,No,0,Graduate,No,5000000,2541000,151000,4800,1,Rural,N
LP001963,Male,Yes,1,Graduate,No,2014000,2925000,113000,3600,1,Urban,N
LP001964,Male,Yes,0,Not Graduate,No,1800000,2934000,93000,3600,0,Urban,N
LP001972,Male,Yes,,Not Graduate,No,2875000,1750000,105000,3600,1,Semiurban,Y
LP001974,Female,No,0,Graduate,No,5000000,0,132000,3600,1,Rural,Y
LP001977,Male,Yes,1,Graduate,No,1625000,1803000,96000,3600,1,Urban,Y
LP001978,Male,No,0,Graduate,No,4000000,2500000,140000,3600,1,Rural,Y
LP001990,Male,No,0,Not Graduate,No,2000000,0,0,3600,1,Urban,N
LP001993,Female,No,0,Graduate,No,3762000,1666000,135000,3600,1,Rural,Y
LP001994,Female,No,0,Graduate,No,2400000,1863000,104000,3600,0,Urban,N
LP001996,Male,No,0,Graduate,No,20233000,0,480000,3600,1,Rural,N
LP001998,Male,Yes,2,Not Graduate,No,7667000,0,185000,3600,,Rural,Y
LP002002,Female,No,0,Graduate,No,2917000,0,84000,3600,1,Semiurban,Y
LP002004,Male,No,0,Not Graduate,No,2927000,2405000,111000,3600,1,Semiurban,Y
LP002006,Female,No,0,Graduate,No,2507000,0,56000,3600,1,Rural,Y
LP002008,Male,Yes,2,Graduate,Yes,5746000,0,144000,840,,Rural,Y
LP002024,,Yes,0,Graduate,No,2473000,1843000,159000,3600,1,Rural,N
LP002031,Male,Yes,1,Not Graduate,No,3399000,1640000,111000,1800,1,Urban,Y
LP002035,Male,Yes,2,Graduate,No,3717000,0,120000,3600,1,Semiurban,Y
LP002036,Male,Yes,0,Graduate,No,2058000,2134000,88000,3600,,Urban,Y
LP002043,Female,No,1,Graduate,No,3541000,0,112000,3600,,Semiurban,Y
LP002050,Male,Yes,1,Graduate,Yes,10000000,0,155000,3600,1,Rural,N
LP002051,Male,Yes,0,Graduate,No,2400000,2167000,115000,3600,1,Semiurban,Y
LP002053,Male,Yes,3+,Graduate,No,4342000,189000,124000,3600,1,Semiurban,Y
LP002054,Male,Yes,2,Not Graduate,No,3601000,1590000,0,3600,1,Rural,Y
LP002055,Female,No,0,Graduate,No,3166000,2985000,132000,3600,,Rural,Y
LP002065,Male,Yes,3+,Graduate,No,15000000,0,300000,3600,1,Rural,Y
LP002067,Male,Yes,1,Graduate,Yes,8666000,4983000,376000,3600,0,Rural,N
LP002068,Male,No,0,Graduate,No,4917000,0,130000,3600,0,Rural,Y
LP002082,Male,Yes,0,Graduate,Yes,5818000,2160000,184000,3600,1,Semiurban,Y
LP002086,Female,Yes,0,Graduate,No,4333000,2451000,110000,3600,1,Urban,N
LP002087,Female,No,0,Graduate,No,2500000,0,67000,3600,1,Urban,Y
LP002097,Male,No,1,Graduate,No,4384000,1793000,117000,3600,1,Urban,Y
LP002098,Male,No,0,Graduate,No,2935000,0,98000,3600,1,Semiurban,Y
LP002100,Male,No,,Graduate,No,2833000,0,71000,3600,1,Urban,Y
LP002101,Male,Yes,0,Graduate,,63337000,0,490000,1800,1,Urban,Y
LP002103,,Yes,1,Graduate,Yes,9833000,1833000,182000,1800,1,Urban,Y
LP002106,Male,Yes,,Graduate,Yes,5503000,4490000,70000,0,1,Semiurban,Y
LP002110,Male,Yes,1,Graduate,,5250000,688000,160000,3600,1,Rural,Y
LP002112,Male,Yes,2,Graduate,Yes,2500000,4600000,176000,3600,1,Rural,Y
LP002113,Female,No,3+,Not Graduate,No,1830000,0,0,3600,0,Urban,N
LP002114,Female,No,0,Graduate,No,4160000,0,71000,3600,1,Semiurban,Y
LP002115,Male,Yes,3+,Not Graduate,No,2647000,1587000,173000,3600,1,Rural,N
LP002116,Female,No,0,Graduate,No,2378000,0,46000,3600,1,Rural,N
LP002119,Male,Yes,1,Not Graduate,No,4554000,1229000,158000,3600,1,Urban,Y
LP002126,Male,Yes,3+,Not Graduate,No,3173000,0,74000,3600,1,Semiurban,Y
LP002128,Male,Yes,2,Graduate,,2583000,2330000,125000,3600,1,Rural,Y
LP002129,Male,Yes,0,Graduate,No,2499000,2458000,160000,3600,1,Semiurban,Y
LP002130,Male,Yes,,Not Graduate,No,3523000,3230000,152000,3600,0,Rural,N
LP002131,Male,Yes,2,Not Graduate,No,3083000,2168000,126000,3600,1,Urban,Y
LP002137,Male,Yes,0,Graduate,No,6333000,4583000,259000,3600,,Semiurban,Y
LP002138,Male,Yes,0,Graduate,No,2625000,6250000,187000,3600,1,Rural,Y
LP002139,Male,Yes,0,Graduate,No,9083000,0,228000,3600,1,Semiurban,Y
LP002140,Male,No,0,Graduate,No,8750000,4167000,308000,3600,1,Rural,N
LP002141,Male,Yes,3+,Graduate,No,2666000,2083000,95000,3600,1,Rural,Y
LP002142,Female,Yes,0,Graduate,Yes,5500000,0,105000,3600,0,Rural,N
LP002143,Female,Yes,0,Graduate,No,2423000,505000,130000,3600,1,Semiurban,Y
LP002144,Female,No,,Graduate,No,3813000,0,116000,1800,1,Urban,Y
LP002149,Male,Yes,2,Graduate,No,8333000,3167000,165000,3600,1,Rural,Y
LP002151,Male,Yes,1,Graduate,No,3875000,0,67000,3600,1,Urban,N
LP002158,Male,Yes,0,Not Graduate,No,3000000,1666000,100000,4800,0,Urban,N
LP002160,Male,Yes,3+,Graduate,No,5167000,3167000,200000,3600,1,Semiurban,Y
LP002161,Female,No,1,Graduate,No,4723000,0,81000,3600,1,Semiurban,N
LP002170,Male,Yes,2,Graduate,No,5000000,3667000,236000,3600,1,Semiurban,Y
LP002175,Male,Yes,0,Graduate,No,4750000,2333000,130000,3600,1,Urban,Y
LP002178,Male,Yes,0,Graduate,No,3013000,3033000,95000,3000,,Urban,Y
LP002180,Male,No,0,Graduate,Yes,6822000,0,141000,3600,1,Rural,Y
LP002181,Male,No,0,Not Graduate,No,6216000,0,133000,3600,1,Rural,N
LP002187,Male,No,0,Graduate,No,2500000,0,96000,4800,1,Semiurban,N
LP002188,Male,No,0,Graduate,No,5124000,0,124000,0,0,Rural,N
LP002190,Male,Yes,1,Graduate,No,6325000,0,175000,3600,1,Semiurban,Y
LP002191,Male,Yes,0,Graduate,No,19730000,5266000,570000,3600,1,Rural,N
LP002194,Female,No,0,Graduate,Yes,15759000,0,55000,3600,1,Semiurban,Y
LP002197,Male,Yes,2,Graduate,No,5185000,0,155000,3600,1,Semiurban,Y
LP002201,Male,Yes,2,Graduate,Yes,9323000,7873000,380000,3000,1,Rural,Y
LP002205,Male,No,1,Graduate,No,3062000,1987000,111000,1800,0,Urban,N
LP002209,Female,No,0,Graduate,,2764000,1459000,110000,3600,1,Urban,Y
LP002211,Male,Yes,0,Graduate,No,4817000,923000,120000,1800,1,Urban,Y
LP002219,Male,Yes,3+,Graduate,No,8750000,4996000,130000,3600,1,Rural,Y
LP002223,Male,Yes,0,Graduate,No,4310000,0,130000,3600,,Semiurban,Y
LP002224,Male,No,0,Graduate,No,3069000,0,71000,4800,1,Urban,N
LP002225,Male,Yes,2,Graduate,No,5391000,0,130000,3600,1,Urban,Y
LP002226,Male,Yes,0,Graduate,,3333000,2500000,128000,3600,1,Semiurban,Y
LP002229,Male,No,0,Graduate,No,5941000,4232000,296000,3600,1,Semiurban,Y
LP002231,Female,No,0,Graduate,No,6000000,0,156000,3600,1,Urban,Y
LP002234,Male,No,0,Graduate,Yes,7167000,0,128000,3600,1,Urban,Y
LP002236,Male,Yes,2,Graduate,No,4566000,0,100000,3600,1,Urban,N
LP002237,Male,No,1,Graduate,,3667000,0,113000,1800,1,Urban,Y
LP002239,Male,No,0,Not Graduate,No,2346000,1600000,132000,3600,1,Semiurban,Y
LP002243,Male,Yes,0,Not Graduate,No,3010000,3136000,0,3600,0,Urban,N
LP002244,Male,Yes,0,Graduate,No,2333000,2417000,136000,3600,1,Urban,Y
LP002250,Male,Yes,0,Graduate,No,5488000,0,125000,3600,1,Rural,Y
LP002255,Male,No,3+,Graduate,No,9167000,0,185000,3600,1,Rural,Y
LP002262,Male,Yes,3+,Graduate,No,9504000,0,275000,3600,1,Rural,Y
LP002263,Male,Yes,0,Graduate,No,2583000,2115000,120000,3600,,Urban,Y
LP002265,Male,Yes,2,Not Graduate,No,1993000,1625000,113000,1800,1,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,3100000,1400000,113000,3600,1,Urban,Y
LP002272,Male,Yes,2,Graduate,No,3276000,484000,135000,3600,,Semiurban,Y
